 interaktives Kino	interactive Cinema	R_Sicht=art	R_GD_View=27 filmic view	R_JJJJ=(1991)	R_Sparte=FVI	
Aufzeichnungsmedien	HW - Speichertechnik / Aufzeichnungstechnik			R_JJJJ=(n)		
Aufzeichnungsmedien	recording			R_JJJJ=(n)		
Aufzeichnungsverfahren	aufzeichnen				R_Sparte=	R_Quelle=SN
Aufzeichnungsverfahren	Aufzeichnungsmedien				R_Sparte=	R_Quelle=SN
aufzeigende Projekte	03 service view / project view		R_GD_View=03 service view / project view			
aufzeigende Projekte	04 view of criticism / valuation		R_GD_View=03 service view / project view			
Augen Tracking	Eyetracker	R_Sicht=interface	R_GD_View=14 view of sensor technology	R_JJJJ=(1992,98)		
augengesteuert	Eye			R_JJJJ=(1997)		
Augenmusik	visuelle Musik				R_Sparte=MA	R_Quelle=SN
augmentation	augmentative Kommunikation	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=(n)		
augmentation	Augmented Reality	R_Sicht=representation	R_GD_View=19 presentation view			
augmentative Kommunikation	augmentation			R_JJJJ=(n)		
augmented holograms	Augmented Reality				R_Sparte=DA	
augmented prototyping	Augmented Reality	R_Sicht=informatics				
augmented prototyping	design-review	R_Sicht=informatics				
augmented prototyping	digitale Produktentwicklung	R_Sicht=informatics				
augmented prototyping	prototyping	R_Sicht=informatics				
Augmented Reality	05 interface view	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	30 view of handicaps	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	Anreicherung (der realen Welt)	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	AR	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	augmentation	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	augmented holograms	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	augmented prototyping	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	augmented reality digital storytelling	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	erweiterte Realitaet	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	geospatial augmented reality	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	Mixed Reality (digital/analog)	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	reality	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	ubiquitous augmented reality	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	Verschraenkung zweier Realitaeten	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
Augmented Reality	Virtual Reality	R_Sicht=informatics	R_GD_View=05 interface view		R_Sparte=DA	
augmented reality digital storytelling	Augmented Reality					
augmented reality digital storytelling	Book					
augmented reality digital storytelling	story telling					
augmented Virtuality	Mixed Reality (digital/analog)	R_Sicht=informatics				
augmented Virtuality	Realitaets/Virtualitaets-Kontinuum	R_Sicht=informatics				
Ausdrucksgesten	06 gestural view	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	09 emotional view	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	expressive gesture	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	Farbgesten	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	Gesture	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	grosse Gesten	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	Lichtgesten	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=P	
Ausdrucksgesten	musikalische Geste	R_Sicht=body	R_GD_View=06 gestural view		R_Sparte=M	R_Quelle=SN
Ausstellungsdesign	19 view of exhibition		R_GD_View=19 view of exhibition		R_Sparte=A	
Ausstellungsdesign	Ausstellungsgestaltung		R_GD_View=19 view of exhibition		R_Sparte=A	
Ausstellungsgestaltung	Ausstellungsdesign		R_GD_View=19 view of exhibition		R_Sparte=A	
authoring	14 authors view		R_GD_View=14 authors view			
authoring	authoring tool	R_Sicht=tool	R_GD_View=14 authors view			
authoring tool	05 tool view / instruments	R_Sicht=tool	R_GD_View=05 tool view / instruments			
authoring tool	authoring	R_Sicht=tool	R_GD_View=05 tool view / instruments			
Authorship	14 authors view	R_Sicht=GD-View			R_Sparte=	R_Quelle=PF
Authorship	Urheber- und Datenschutzrecht	R_Sicht=GD-View			R_Sparte=	R_Quelle=PF
Automaten TV	Automation			R_JJJJ=(1989)	R_Sparte=G	
Automaten TV	Flipper-Hallen		R_GD_View=32 gaming view	R_JJJJ=(1990)	R_Sparte=G	
Automaten TV	Flippermaschinen		R_GD_View=32 gaming view	R_JJJJ=(n)	R_Sparte=G	
Automaten TV	Flippermaschinen		R_GD_View=32 gaming view	R_JJJJ=1990	R_Sparte=GI	
Automaten TV	Flipperspiel		R_GD_View=32 gaming view	R_JJJJ=(1987)	R_Sparte=G	
Automaten TV	Game		R_GD_View=32 gaming view	R_JJJJ=1989	R_Sparte=G	
Automaten TV	game art		R_GD_View=32 gaming view	R_JJJJ=1989	R_Sparte=G	
Automaten TV	TV art			R_JJJJ=(1989)	R_Sparte=G	
automatic generation	Automation					
automatic generation	generation				R_Sparte=	R_Quelle=SW
automatic radio	Automation			R_JJJJ=(1993)		
automatic radio	Radio-Kunst			R_JJJJ=(1993)		
Automation	03 machine view - robots	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Aesthetik der Automaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1991)		
Automation	artificial intelligence	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Automaten TV	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1989)		
Automation	automatic generation	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	automatic radio	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1993)		
Automation	Automation des Denkens	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(n)		
Automation	automatische Bar	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(n)		
Automation	Automatisierung	R_Sicht=informatics	R_GD_View=03 machine view - robots		R_Sparte=	R_Quelle=SN
Automation	autonom	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Autonome Suchstrategien	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	cellular automata	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1993)		
Automation	home automation	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	hybride Automaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1990)		
Automation	Hypermaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1990)		
Automation	kybernetisch	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Maschinisierung	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Mechanisierung	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	mikroskopische Automaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(n)		
Automation	Militaerautomat	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(2002)		
Automation	online-generation/automation	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1999)		
Automation	Robotic	R_Sicht=informatics	R_GD_View=03 machine view - robots			
Automation	Spieleautomaten	R_Sicht=informatics	R_GD_View=03 machine view - robots		R_Sparte=G	
Automation	Videospielautomaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1972)	R_Sparte=G	
Automation	Vollautomatisierung	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1979)		
Automation	Zeichenautomaten	R_Sicht=informatics	R_GD_View=03 machine view - robots	R_JJJJ=(1979)		
Automation des Denkens	AI			R_JJJJ=(n)		
Automation des Denkens	Automation			R_JJJJ=(n)		
automatische Annotation	Annotation					
automatische Bar	Automation			R_JJJJ=(n)		
Auto-Navigationssystem	car navigation			R_JJJJ=(2001,2002)		
Auto-Navigationssystem	Navigation			R_JJJJ=(2001,2002)		
Auto-Navigationssystem	Navigationshilfen			R_JJJJ=(2001,2002)		
autonom	16 AI view		R_GD_View=16 AI view			
autonom	Automation					
autonom	Autonomie					
autonom	autonomous agents					
autonom	kybernetisch					
autonome Agenten	Agent					
autonome Agenten	autonomous agents					
autonome Architektur	Autonomie			R_JJJJ=(1994)		
Autonome Charaktere	Autonomie			R_JJJJ=(2002)		
Autonome Suchstrategien	Automation					
Autonome Suchstrategien	Autonomie					
Autonomer Rollstuhl	Autonomie					
Autonomie	autonom	R_Sicht=theory				
Autonomie	autonome Architektur	R_Sicht=theory		R_JJJJ=(1994)		
Autonomie	Autonome Charaktere	R_Sicht=theory		R_JJJJ=(2002)		
Autonomie	Autonome Suchstrategien	R_Sicht=theory				
Autonomie	Autonomer Rollstuhl	R_Sicht=theory				
Autonomie	autonomy	R_Sicht=theory			R_Sparte=	R_Quelle=SW
Autonomie	Institute for Applied Autonomy	R_Sicht=theory				
autonomous agents	Agent	R_Sicht=informatics	R_GD_View=24 view of informatics			
autonomous agents	artificial agents	R_Sicht=informatics	R_GD_View=24 view of informatics			
autonomous agents	autonom	R_Sicht=informatics	R_GD_View=24 view of informatics			
autonomous agents	autonome Agenten	R_Sicht=informatics	R_GD_View=24 view of informatics		R_Sparte=	R_Quelle=SW
autonomous agents	intelligent agents	R_Sicht=informatics	R_GD_View=24 view of informatics		R_Sparte=	R_Quelle=SW
autonomous flying vehicles	autonom					
autonomous flying vehicles	surveillance technologies					
Autopoiesis	Selbstorganisation			R_JJJJ=(n)		
autostereoscopic	Stereoscope			R_JJJJ=2003		
AV Live Performance	audiovisual performance	R_Sicht=art	R_GD_View=26 performance view		R_Sparte=PM	
Avantgarde	Avantgarde-Film				R_Sparte=	R_Quelle=SN
Avantgarde	digitale Avantgarde					
Avantgarde-Film	Avantgarde	R_Sicht=art			R_Sparte=FVA	R_Quelle=SN
Avantgarde-Film	Experimentalfilm	R_Sicht=art			R_Sparte=FVA	R_Quelle=SN
avatar	Avatar Theatre					
avatar	personality					
Avatar Theatre	avatar				R_Sparte=P	
awareness	networked awareness			R_JJJJ=2007		
backbone	information highway	R_Sicht=comtech			R_Sparte=N	
backbone	transport	R_Sicht=comtech			R_Sparte=N	
back-lit-Animation (Film)	Animation				R_Sparte=FA	
balance platform	Virtual Balance					
Balance Systeme	Virtual Balance			R_JJJJ=(1992)		
Ballett	Ballett Mecanique	R_Sicht=art			R_Sparte=P	R_Quelle=SN
Ballett	Tanz	R_Sicht=art			R_Sparte=P	
Ballett Mecanique	Ballett	R_Sicht=art			R_Sparte=P	R_Quelle=SN
Ballett Mecanique	Maschinenkunst	R_Sicht=art			R_Sparte=P	
Band	Bandbreite	R_Sicht=comtech		R_JJJJ=(1995)		
Band	Bandwidth	R_Sicht=comtech				
Band	Breitbandinternet	R_Sicht=comtech		R_JJJJ=(< 2002)		
Band	Broadband	R_Sicht=comtech		R_JJJJ=(2001,02,03)		
Band	Netzbandbreite	R_Sicht=comtech		R_JJJJ=(n)		
Band	Spreizband-Funknetzwerk	R_Sicht=comtech		R_JJJJ=(2002)    		
Band	telecommunication	R_Sicht=comtech				
Band	wire	R_Sicht=comtech				
Bandbreite	Band	R_Sicht=comtech		R_JJJJ=(1995)		
Bandkonzerte	Konzertmaschinen			R_JJJJ=(1984)	R_Sparte=M	
bandpass  filter	filter			R_JJJJ=1992		
Bandwidth	Band	R_Sicht=comtech			R_Sparte=N	
Bandwidth	Broadband	R_Sicht=comtech			R_Sparte=N	
Bandwidth	GSM GPRS UMTS WLAN	R_Sicht=comtech			R_Sparte=N	
Bandwidth	high bandwidth	R_Sicht=comtech			R_Sparte=N	
Bandwidth	Modem	R_Sicht=comtech			R_Sparte=N	
Bar codes	2D-Barcode	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=2006		
Bar codes	Barcode	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=(1992)		
Bar codes	Code	R_Sicht=representation	R_GD_View=19 presentation view			
Bar codes	EAN, UPC Strichcode-Verfahren	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=2006		
Bar codes	QR-codes	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=2006		
Bar codes	scanning	R_Sicht=representation	R_GD_View=19 presentation view			
Bar codes	Strichcode	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=(1993,96)		
Barcode	Bar codes	R_Sicht=representation	R_GD_View=19 presentation view	R_JJJJ=1992		
barrierefreies Internet	access				R_Sparte=N	
BASIC	programming languages	R_Sicht=informatics	R_GD_View=24 view of informatics			
basic modalities of space - aspects of digital space	space			R_JJJJ=(1990)		
Basissoftware	operating system	R_Sicht=software				
Baudot-Art (5 Bit Baudot Code)	15 typographical view	R_Sicht=art	R_GD_View=15 typographical view			
BBS	BTX	R_Sicht=comtech			R_Sparte=N	
BBS	Bulletin Board Systems	R_Sicht=comtech			R_Sparte=N	
BBS	collective weblogs	R_Sicht=comtech		R_JJJJ=(2004)	R_Sparte=N	
BBS	computer-mediated communications	R_Sicht=comtech			R_Sparte=N	
BBS	electronic forum	R_Sicht=comtech			R_Sparte=N	
BBS	elektronisches Bulletin-Board	R_Sicht=comtech		R_JJJJ=(1989)	R_Sparte=N	
BBS	mailing	R_Sicht=comtech			R_Sparte=N	
BBS	Minitel	R_Sicht=comtech			R_Sparte=N	
BBS	Newsgroups	R_Sicht=comtech			R_Sparte=N	
BBS	virtual community	R_Sicht=comtech			R_Sparte=N	
BCI - Brain-Computer Interface (EEG-Signalanalyse in Echtzeit)	BCI-Anwendung		R_GD_View=14 view of sensor technology			
BCI - Brain-Computer Interface (EEG-Signalanalyse in Echtzeit)	Brainwave Sensor		R_GD_View=14 view of sensor technology			
BCI - Brain-Computer Interface (EEG-Signalanalyse in Echtzeit)	EEG		R_GD_View=14 view of sensor technology			
BCI-Anwendung	BCI - Brain-Computer Interface (EEG-Signalanalyse in Echtzeit)		R_GD_View=14 view of sensor technology			
BCI-Anwendung	elektronische Hilfen		R_GD_View=14 view of sensor technology			
Beam	Strahl					
Beamer	Projektor	R_Sicht=interface	R_GD_View=05 interface view		R_Sparte=V	R_Quelle=SN
Beauty	Algorithmic Beauty	R_Sicht=art			R_Sparte=	R_Quelle=PF
Bed	Telematic Dreaming - virtual contacts and touching (Paul Sermon)	R_Sicht=world				
begehbare Datenbank	Database			R_JJJJ=(1993,95)	R_Sparte=I	
begehbare Datenbank	walk-in database			R_JJJJ=1993	R_Sparte=I	
begehbare Datenbank	walk-in database (knowbotic research)	R_Sicht=informatics		R_JJJJ=1993/1995	R_Sparte=I	
Begehbare Datenbank (knowbotik research)	Database art			R_JJJJ=1993	R_Sparte=I	
begehbares Netzwerk	Netz_net			R_JJJJ=(1999)	R_Sparte=N	
Begriff von Toshiba eingefuehrt	Notebook			R_JJJJ=1990		
Behavior	human behavior				R_Sparte=P	R_Quelle=PF
being in electronic space	electronic space			R_JJJJ=(1994)		
bendering	animation quality				R_Sparte=A	
Benutzerinterface	Interface	R_Sicht=interface	R_GD_View=05 interface view	R_JJJJ=(2003)		
beobachtergesteuert	control			R_JJJJ=(1992)		
berauschen, betrunken machen	inebriation (intoxication)					
best public "watchdog" service	03 service view / project view		R_GD_View=03 service view / project view	R_JJJJ=(1995)		
best public "watchdog" service	Public		R_GD_View=03 service view / project view	R_JJJJ=(1995)		
best public information service	03 service view / project view		R_GD_View=03 service view / project view	R_JJJJ=(1995)		
best public information service	Public		R_GD_View=03 service view / project view	R_JJJJ=(1995)		
Besucherprotokoll	10 recipient view		R_GD_View=10 recipient view			
Betriebssystem	Multitasking	R_Sicht=software				
Betriebssystem	operating system	R_Sicht=software				
bewegliches Display	Display	R_Sicht=interface	R_GD_View=05 interface view	R_JJJJ=(1994)		
bewegte Projektion	projection					
Bewegung	motion					
Bewegungssensor	Body Tracking	R_Sicht=interface	R_GD_View=14 view of sensor technology			
Bewegungssimulation	Verkehrssimulation					
Bewegungstracking	motion tracking			R_JJJJ=1999		
beyond hierarchy	Idealism					
beyond the office of the future	Future			R_JJJJ=1990		
Beziehungsgefuege	netzartige Gefuege					
Bi-Gender Show	Gender			R_JJJJ=2000	R_Sparte=P	
Bike	bike as interface	R_Sicht=world		R_JJJJ=1989		
bike as interface	Bike	R_Sicht=interface	R_GD_View=05 interface view	R_JJJJ=1989	R_Sparte=I	
Bildauslöschung	light				R_Sparte=D	
Bildauslöschung	The Polaroid Effect				R_Sparte=D	
Bildbearbeitung	Painting					
Bildbegriff	Bildwissenschaft				R_Sparte=D	
Bilddatenbank	Database	R_Sicht=software		R_JJJJ=(1994,2001)		
Bilddatenbank	MIT-Bilddatenbank	R_Sicht=software				
Bilddialog	Dialog					
Bildfluß	information flow					
bildgebende Medien	15 diagrammatic view	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
bildgebende Medien	astronomy	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
bildgebende Medien	astrophysics	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
bildgebende Medien	Bildwissenschaft	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
bildgebende Medien	medical imaging	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
bildgebende Medien	scientific imaging	R_Sicht=media	R_GD_View=15 diagrammatic view		R_Sparte=DA	
Bildgenerierung	128-Bit-Rendering	R_Sicht=representation			R_Sparte=DA	
Bildgenerierung	anisotrop filtering	R_Sicht=representation			R_Sparte=DA	
Bildgenerierung	Bildsynthese	R_Sicht=representation		R_JJJJ=1989	R_Sparte=DA	
Bildgenerierung	computergraphische Bildgenerierung	R_Sicht=representation		R_JJJJ=(n)	R_Sparte=DA	
Bildgenerierung	displacement mapping	R_Sicht=representation			R_Sparte=DA	
Bildgenerierung	graphic modul	R_Sicht=representation			R_Sparte=DA	
Bildgenerierung	trilinear filtering	R_Sicht=representation			R_Sparte=DA	
Bildgenerierung	Videosynthesizer	R_Sicht=representation			R_Sparte=DA	
Bildkompression	graphic modul	R_Sicht=representation	R_GD_View=19 presentation view			
Bildkompression	Videokonferenz	R_Sicht=representation	R_GD_View=19 presentation view			
Bildlogik	15 diagrammatic view	R_Sicht=representation	R_GD_View=15 diagrammatic view		R_Sparte=DA	
Bildlogik	Logic	R_Sicht=representation	R_GD_View=15 diagrammatic view		R_Sparte=DA	
Bildmaschine	Silicon Graphics				R_Sparte=DA	
Bildmedien	Diapositive	R_Sicht=media			R_Sparte=DA	
Bildmedien	Medien	R_Sicht=media			R_Sparte=DA	
Bildplatte	optical disc	R_Sicht=storage	R_GD_View=20 view of storage media			
Bildraum	artificial space				R_Sparte=DA	
Bildraum	Illusion				R_Sparte=DA	
Bildraum	immersive (image)space				R_Sparte=DA	
Bildraum	Pixelspaces				R_Sparte=DA	
Bildraum	Sicht des Erscheinens				R_Sparte=DA	
Bildsammlung	Collection					
Bildsammlung	Flickr					
Bildschirm Projektion / Zeichengeraete	Display					
Bildsprache	Language					
Bildsyntax	Syntax					
